"ID";"name";"category";"arrival";"openinghours";"description"
126;"Wildpark پارک";"طبیعت";" Wildpark ← 9 تراموای";;
127;"Fockeberg کوه";"طبیعت";"HTWK ← 11, 10, 9 تراموای";;
128;"زمین بسکتبال و تنیس";"ورزش";"Kolmstr. ← 4 تراموای";;
129;"زمین بسکتبال";"ورزش";"An der Märchenwiese ← 16, 10 تراموای";;
130;"(زمین فوتبال (چمن";"ورزش";" Moritz Hof ← 16, 10 تراموای";;
131;"زمین فوتبال ، والیبال و بسکتبال";"ورزش";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";;
132;"زمین فوتبال والیبال";"ورزش";"Stuttgarter Allee ← 2, 1 تراموای";;
133;"زمین فوتبال";"ورزش";" Saturnstr. ← 15 تراموای";;
134;"زمین فوتبال";"ورزش";"Parkallee ← 8 تراموای";;
135;"فوتبال گل کوچیک و بسکتبال";"ورزش";"Miltitzer Allee ← 15, 8 تراموای";;
136;"بسکتبال و فوتبال";"ورزش";"Grünauer Allee ← 15, 8 تراموای";;
137;"زمین فوتبال و بسکتبال";"ورزش";"Coppiplatz ← 4 تراموای";;
138;"زمین والیبال و بسکتبال";"ورزش";"Gutenbergplatz ← 15, 12 تراموای";;
139;"زمین بسکتبال در پارک";"ورزش";"Deutsche Nationalbibliothek ← 16, 2 تراموای";;
140;"زمین فوتبال";"ورزش";"Deutsche Nationalbibliothek ← 16, 2 تراموای";;
141;"زمین فوتبال";"ورزش";"Gerichtsweg ← 7, 4 تراموای";;
142;"زمین بسکتبال";"ورزش";" K.–Liebknecht–Str. / K.–Eisnerstr. ← 11, 10 تراموای";;
