"ID";"category";"subcategory";"name";"category original";"street";"zip";"city";"district";"arrival";"openinghours";"phone";"fax";"mail";"web";"facebook";"speakerprivate";"speakerpublic";"spokenlanguages";"description";"lat";"lon";"placename";"forchildren";"type";"subcat_afeefa";"category_afeefa"
70;"df402493-f467-4472-8b98-9038d2ac967e";"social-counselling";"2ek";"Sozial- und Rechtsberatung";"Zweinaundorferstr. 22";;"Leipzig";"Reudnitz";"Tram 4 → Breite Straße";" 2. u. 4. Do. im Monat 16—18 h";;;"2ekinfo@posteo.de";;;;;;"Sozialberatung";"51.33475";"12.411881";;;0;;"consultation"
71;"07f88130-7d98-4a20-bbb8-d0d98f55c553";"meeting-place";"Atari";"Sozial- und Rechtsberatung";"Kippenbergstraße 20";;"Leipzig";"Reudnitz";"Tram 4 → Breite Straße";"So. 15 h";;;;;;;;;;"51.336094";"12.40622";;;0;;"community"
72;"df402493-f467-4472-8b98-9038d2ac967e";"social-counselling";"Bürgertreff Volkmarsdorf";"Sozial- und Rechtsberatung";"Konradstr. 60 a";;"Leipzig";"Volkmarsdorf";"Tram 3, 8 → Torgauer Platz";"Mo. 13—15 h, Mi.—Fr. 9—18 h Sozialberatung ,  1. Mo. im Monat 13—15 h,  4. Mi. im Monat 16—18 h";"0341 / 6 88 89 40";;"kontakt@if-leipzig.de";;;;;;"Interkulturelle Beratungsangebote auf vielen Sprachen (Deutsch, Rumänisch, Russisch, Arabisch, Kurdisch, Spanisch, Türkisch, Vietnamesisch).";"51.344384";"12.409445";;;0;;"consultation"
73;"df402493-f467-4472-8b98-9038d2ac967e";"legal-advice";"Infobus";"Sozial- und Rechtsberatung";"Torgauerstr. 290";;"Leipzig";"Paunsdorf";"Tram 3 → Arcus Park.";"Mi. 17 h";;;"bus-le@riseup.net";;;;;;"Mobile Rechtsberatung";"51.36097";"12.44851";;;0;;"consultation"
74;"29eaaac1-a0c8-47da-806c-078e48553588";;"Islamic Al–Sahra Center e.V.";"Spirituelle und religiöse Räume";"Lütznerstr. 12";;"Leipzig";"Lindenau";"Tram 3, 7, 8, 15, Bus 74, 130, 131 → Angerbrücke";"Freitagsgebet: 14 h Sommerzeit , 13 h Winterzeit";"0177 / 5 92 10 59";;;;;;;;;"51.33553";"12.33778";;;3;;"_basic"
75;"4e058e43-58cd-4175-b3f9-dadbcbf2534c";;"Synagoge und Begegnungszentrum Leipzig e.V.";"Spirituelle und religiöse Räume";"Querstr. 16";;"Leipzig";"Zentrum";"Tram 4, 7, 12, 15, Bus 690 → Johannisplatz";;"0341 / 69 67 70";;"kontakt@synagoge-leipzig.de";"www.synagoge-leipzig.de";;;;;;"51.34057";"12.385641";;;3;;"_basic"
76;"c29989c8-f729-4976-b68b-53b80dc23df2";;"Evangelisch–Lutherische St. Trinitatis–Gemeinde Leipzig";"Spirituelle und religiöse Räume";"Nonnenmühlgasse 2";;"Leipzig";"Zentrum";"Tram 2, 8, 9, 10, 11, 14 → Wilhelm–Leuschner–Platz";;"0341 / 9 12 65 03, 0341 / 2 46 76 85";;"leipzig@selk.de";"www.lutherisch-leipzig.de";;;;;;"51.33515";"12.372345";;;3;;"_basic"
77;"c29989c8-f729-4976-b68b-53b80dc23df2";;"Leipzig English Church";"Spirituelle und religiöse Räume";"Scharnhorststr. 29";;"Leipzig";"Südvorstadt";"Tram 10, 11, Bus 60, 74 → K.–Liebknecht- / K.–Eisner–Str.";"So. 10.30 h u. 18.30 h";"0341 / 3 02 79 51";;"office@leipzig-english-church.de";"www.leipzig-english-church.de";;;;;"Gemeindehaus Andreaskirche";"51.31992";"12.37534";;;3;;"_basic"
78;"c29989c8-f729-4976-b68b-53b80dc23df2";;"Russische Gedächniskirche";"Spirituelle und religiöse Räume";"Philipp–Rosenthal–Str. 51 a";;"Leipzig";"Zentrum-Ost";"Tram 2, 16, Bus 74 → Deutsche Nationalbibliothek";"So. 10 h";"0341 / 8 78 14 53, 0177 / 3 21 19 71";;"info@russische-kirche-l.de";"www.russische-kirche-l.de";;;;;;"51.324097";"12.396938";;;3;;"_basic"
79;"c29989c8-f729-4976-b68b-53b80dc23df2";;"Ukranian Greek Catholic Church";"Spirituelle und religiöse Räume";"Witzgallstr. 20";;"Leipzig";"Reudnitz";"Tram 4, Bus 70, S–Bahn 1, 3 → Ribeck– / Stötteritzerstr.";"So. 14 h";"0341 / 2 61 96 30";;"pfarrei@st-laurentius-leipzig.de, dresden@ukrainische-kirche.de";;;;;;"(Römisch-katholische Pfarrei St. Laurentius)";"51.327565";"12.404611";;;3;;"_basic"
80;"c29989c8-f729-4976-b68b-53b80dc23df2";;"Evangelische Koreanische Gemeinde in Leipzig";"Spirituelle und religiöse Räume";"Eisenbahnstr. 17";;"Leipzig";"Volkmarsdorf";"Tram 1, 3, 8 → Einertstraße";"So. 11 h";"0341 / 3 06 78 00";;"kwonjacob@yahoo.com";;;;;;;"51.346132";"12.397119";;;3;;"_basic"
81;"29eaaac1-a0c8-47da-806c-078e48553588";;"Leipziger Zentrum für islamische Kultur und Forschung e.V.";"Spirituelle und religiöse Räume";"Rosa–Luxemburg–Str. 45";;"Leipzig";"Volkmarsdorf";"Tram 1, 3, 8 → Einertstraße";"Freitagsgebet auf Türkisch: 14 h Sommerzeit, 13 h Winterzeit";;;;;;;;;"Takva Moschee";"51.348023";"12.398655";;;3;;"_basic"
82;"29eaaac1-a0c8-47da-806c-078e48553588";;"Ahmadiyya Muslim Gemeinde";"Spirituelle und religiöse Räume";"Eisenbahnstr. 108";;"Leipzig";"Volkmarsdorf";"Tram 1, 3, 8, Bus 70 → H.–Liebmann– / Eisenbahnstr.";"14 h Sommerzeit, 13 h Winterzeit";"0160 / 1 85 49 00 (Imam Said Ahmed Arif)";;"kontakt@ahmadiyya.de";"www.ahmadiyya.de/home";;;;;"Freitagsgebet";"51.345232";"12.409712";;;3;;"_basic"
83;;;"Vietnamesisch–Buddhistische Gemeinde Leipzig e.V.";"Spirituelle und religiöse Räume";"Kamenzer Str. 1";;"Leipzig";"Volkmarsdorf";"Tram 3 → Bautznerstr.";"So. 10—16 h";"0341 / 2 34 62 30";;"tamvien@googlemail.com";;;;;;;"51.358797";"12.432457";;;3;;"_basic"
84;;;"Gurdwara Gurmat Parchar e.V.";"Spirituelle und religiöse Räume";"Johannes–Kärner-Str. 1";;"Leipzig";"Paunsdorf";"Tram 7, 8, Bus 90 → Barbarastr.";"8—20 h täglich";"0172 / 9 80 13 71";;"baldev@bajwa.de";"www.gurdwara-germany.com";;;;;;"51.346144";"12.451868";;;3;;"_basic"
85;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"interpreter";"Salve";"Sprache";"Odermannstr. 19";;"Leipzig";"Lindenau";"Tram 8, 15 → Lützner-/ Merseburger Str.";;"0341 / 4 20 60 97";;"salve-raa-leipzig@gmx.de";;;;;;"(Vermittlung von ÜbersetzterInnen)";"51.336287";"12.333056";;;0;;"language"
86;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"german-course";"Salve";"Sprache";"Odermannstr. 19";;"Leipzig";"Lindenau";"Tram 8, 15 → Lützner-/ Merseburger Str.";"Mo., Mi. 10.30—12 h  Einsteiger, Di., Do. 13.30—15 h Fortgeschrittene";"0341 / 4 20 60 97";;"salve-raa-leipzig@gmx.de";;;;;;"(Sprachkursen)";"51.336287";"12.333056";;;0;;"language"
87;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"learning-place";"Die Villa – Soziokulturelles Zentrum";"Sprache";"Lessingstr. 7";;"Leipzig";"Zentrum";"Tram 3, 4, 7, 15 → Leibnizstr. oder Tram 1, 14 → Gottschedstr.";"Di. 20 h Soirée Polyglotte";"0341 / 3 55 20 40";;"hauszentrale@villa-leipzig.de";"Tandemvermittlung unter: www.sprachtandem-leipzig.de";;;;;"Soirée Polyglotte (wöchentlich im Café Neulichts, im Keller der Villa): Offenes Treffen verschiedener Sprachen. Die Besucher_innen finden in lockerer Runde zusammen. An jedem Tisch wird eine bestimmte Sprache gesprochen.";"51.33426";"12.43942";;;0;;"language"
88;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"german-course";"Caritashaus Leipzig";"Sprache";"Elsterstr. 15";;"Leipzig";"Zentrum";"Tram 1, 2, 8, 14 → Westplatz";"Di. 13.30 — 15 h Fortgeschrittene, Do 13.30 — 15 h Konversation";"0341 / 9 63 61 36";;"t.koernercaritas-leipzig.de";;;;;;;"51.339184";"12.366215";;;0;;"language"
89;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"tandem";"Uni Leipzig Sprachtandem";"Sprache";"Goethestr. 2, Raum 901 / 9. Etage";;"Leipzig";"Zentrum";"Tram 4, 7, 8, 10, 11, 12, 14, 15, 16 → Augustusplatz";"Mo. 14—16 h, Do. 9—11 h Sprechzeiten";"0341 / 9 73 02 77";;"tandem@uni-leipzig.de";"www.sprachtandem-leipzig.de";;;;;"Auch für Nichtstudierende! Vermittlung von Sprachpartnerschaften für das gegenseitige Erlernen und Üben verschiedener Sprachen. (Anmelden über die Homepage: www.sprachtandem-leipzig.de)";"51.339696";"12.373075";;;0;;"language"
90;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"german-course";"Flüchtlingsrat e.V.";"Sprache";"Sternwartenstr. 4";;"Leipzig";"Zentrum";"Tram 1, 2, 8, 14 → Westplatz";"Mo. 11 — 12.30 h , Do. 15 — 16.30 h Einsteiger, Do. 13 — 15 h Fortgeschrittene";"0341 / 9 61 38 72";;"fr@fluechtlingsrat-lpz.org";;;;;;"Bei Bedarf gibt es hier auch eine Vermittlung von kostenlosem Einzelunterricht.";"51.335073";"12.379926";;;0;;"language"
91;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"german-course";"Gesellschaft für Völkerverständigung";"Sprache";"Kochstr. 132";;"Leipzig";"Connewitz";"Tram 9, 10, 11, Bus 70, 89, 107 → Connewitzer Kreuz";"Mi. 15—17 h";"0341 / 3 06 19 05";;"info@gfvv-leipzig.de";;;;;;"Sprachkurs für Einsteiger, um sich im Alltag besser zurecht zu finden. (8 Euro / Monat für Material)";"51.310128";"12.371607";;;0;;"language"
92;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"german-course";"Deutsch–Russisches Zentrum Sachsen e.V.";"Sprache";"(Haus der Demokratie) Bernhard–Göring–Str. 152";;"Leipzig";"Connewitz";"Tram 9, 10, 11, Bus 70, 89, 107 → Connewitzer Kreuz";"Mo., Mi. 9 — 12 h Einsteiger, Di., Do. 12—15h Fortgeschrittene";"0341 / 3 06 52 25";;"drz-sachsen@primacom.net";;;;;;;"51.339696";"12.373075";;;0;;"language"
93;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"german-course";"2ek";"Sprache";"Zweinaundorferstr. 22";;"Leipzig";"Reudnitz";"Tram 4 → Breite Straße";"So. 14—15.30 h";;;;;;;;;"Deutschkurs";"51.33475";"12.411881";;;0;;"language"
94;"5dddf63d-ccf6-44e2-8daf-81bb44507fdd";"german-course";"ABC-Schule";"Sprache";"Bussestr. 6";;"Leipzig";"Volkmarsdorf";"Tram 1, 3, 8 → Einertstraße";;"0163 / 3 68 66 13";;"joke.oud@gmx.de";;;;;;"Alphabetisierung Deutsch für analphabetische oder andersalphabetisierte Erwachsene, meistens kostenlos und sonst kostengünstig (1€ pro Stunde)";"51.346891";"12.397723";;;0;;"language"
95;"df402493-f467-4472-8b98-9038d2ac967e";"asylum-counselling";"Infobus";"Sprache";"Torgauerstr. 290";;"Leipzig";"Paunsdorf";;;;;;;;;;;;"51.36097";"12.44851";;;0;;"consultation"
96;"adfb2457-819c-4574-ace1-56f5b38d8f96";"youth-club";"Kinder–, Jugend– & Familienzentrum Grünau";"Treffpunkte für Kinder und Jugendliche";"Liliensteinstr. 1";;"Leipzig";"Grünau";"Tram 1 → Krakauerstr.";"Mo.—Fr. 10—12 h";"0341 / 9 45 47 61";;;;;;;;"Freizeitangebote und Beratung für Kinder, Jugendliche und Familien, offener Treff und Café, Kreativwerkstätten und Kulturangebote.";"51.30714";"12.27155";;"1";0;;"leisure time"
97;"adfb2457-819c-4574-ace1-56f5b38d8f96";"youth-club";"Jugendmigrationsdienst Leipzig";"Treffpunkte für Kinder und Jugendliche";"Gräfestr. 23";;"Leipzig";"Eutritzsch";"Tram 16 → Mosenthinstraße";;"0341 / 9 03 01 12";;;;;;;;"Angebote, Projekte und Unterstützung zur Integration von zugewanderten Kindern, Jugendlichen und jungen Erwachsenen in den Bereichen Schule, Ausbildung, Beruf, Musik, Sport und Internet.";"51.372478";"12.383511";;"1";0;;"leisure time"
98;"adfb2457-819c-4574-ace1-56f5b38d8f96";"youth-club";"Die Villa – Soziokulturelles Zentrum";"Treffpunkte für Kinder und Jugendliche";"Lessingstr. 7";;"Leipzig";"Zentrum";"Tram 3, 4, 7, 15 → Leibnizstr. oder Tram 1, 14 → Gottschedstr.";"Mo, Fr 14—19 h Computer zur freien Benutzung, Boldern an der Kletterwand (für Kinder ab 9 Jahren) Mo 17—18 h , Hatha Yoga Mi 16.30—18.30 h , Zirkus (für Kinder von 6–14 Jahren) Mi 17—19 h , Westafrikanischer Tanz (ab 16 Jahren) Mi ab 19 h , Lets Play: K";"0341 / 3 55 20 40";;;;;;;;;"51.33426";"12.43942";;"1";0;;"leisure time"
99;"adfb2457-819c-4574-ace1-56f5b38d8f96";;"Begegnungsstätte Mühlstraße e.V.";"Treffpunkte für Kinder und Jugendliche";"Mühlstr. 14";;"Leipzig";"Reudnitz";"Tram 12, 15 → Witzgallstr. oder Tram 4, Bus 60, 70 → Riebeck– / Oststraße";;"0341 / 9 90 36 00";;"verein@muehlstrasse.de";;;;;;"Kreative und soziale Veranstaltungen für alle Altersstufen: z.B. Mutter-Kind-Gruppen, Familiennachmittage, interkulturelles Kochen, Clownskurse und Trommeln.";"51.33011";"12.40077";;"1";0;;"leisure time"
100;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"2ek";"Treffpunkte für Kinder und Jugendliche";"Zweinaundorferstr. 22";;"Leipzig";"Reudnitz";"Tram 4, Bus 70, 72, 73 → Breite Str.";"Do. 18.30 h—20.00 h Malstunde : Jede Woche wird eine neue Maltechnik geübt. Materialien gegen Spende ( auch Erwachsene )";;;"2ekinfo@posteo.de";;;;;;;"51.33475";"12.411881";;"1";0;;"leisure time"
101;"adfb2457-819c-4574-ace1-56f5b38d8f96";"youth-club";"OFT Rabet";"Treffpunkte für Kinder und Jugendliche";"Eisenbahnstr. 54";;"Leipzig";"Volkmarsdorf";"Tram 1, 3, 8, Bus 70 → H.–Liebmann– / Eisenbahnstr.";;"0341 / 6 99 55 98";;"oft-rabet@web.de";;;;;;"Offener Freizeittreff Rabet im Stadtteilpark, bunte Fassade";"51.345821";"12.402575";;"1";0;;"leisure time"
102;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"Naomi e.V.";"Treffpunkte für Kinder und Jugendliche";"Konradstr. 62";;"Leipzig";"Volkmarsdorf";"Tram 1, 3, 8, Bus 70 → H.–Liebmann– / Eisenbahnstr.";"Di., Mi., Do. 13—17 h Computerstube";"0341 / 61 09 75, 0341 / 61 09 76";;"jmd-leipzig-naomi@gmx.de";;;;;;"Seminare, Kurse, Kreativstube";"51.344143";"12.409636";;"1";0;;"leisure time"
103;"adfb2457-819c-4574-ace1-56f5b38d8f96";"youth-club";"MiO – Der Mädchentreff im Osten";"Treffpunkte für Kinder und Jugendliche";"Konradstr. 64";;"Leipzig";"Volkmarsdorf";"Tram 1, 3, 8, Bus 70 → H.–Liebmann– / Eisenbahnstr.";"Mi. 15—18 h";;;;;;;;;"Interkulturell / viel Spaß / andere treffen / kreativ sein und Unterstützung bei den Hausaufgaben.";"51.344356";"12.410012";;"1";0;;"leisure time"
104;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"G16 Fahrradselbsthilfewerkstatt";"Werkstätten";"Gießerstr. 16";;"Leipzig";"Plagwitz";"Tram 14 → Gießerstraße";"Do. 18 h";;;;;;;;;;"51.32792";"12.32766";;;0;;"leisure time"
105;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"sublab";"Werkstätten";"Karl–Heine–Str. 93";;"Leipzig";"Plagwitz";"Tram 14 → Karl-Heine–Str. / Merseburgerstr.";"Do. 18 h";;;;;;;;;;"51.330457";"12.330956";;;0;;"leisure time"
106;"adfb2457-819c-4574-ace1-56f5b38d8f96";"gardening";"Fahrrad- und Holzwerkstatt";"Werkstätten";"Josephstr. 27";;"Leipzig";"Lindenau";"Tram 8, 15 → Lützner-/ Merseburger Str.";"Di. 18—20 h";;;"info@nachbarschaftsgaerten.de";;;;;;;"51.333718";"12.334234";;;0;;"leisure time"
107;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"Café Kaputt";"Werkstätten";"Merseburgerstr. 102 (Hinterhaus)";;"Leipzig";"Lindenau";"Tram 7 → G.–Schwarz- / Merseburger Str.";"Mi. 15—19 h Heimwerken, Handwerk, Möbel, Spielzeug, Instrumente, Werkzeuge und Keramik, Haushaltsgegenstände , Do 16—18 h Elektronisches , Mi. 16—18 h Kleidung, Textilien, Schuhe";;;;;;;;;"Gegen Spende kannst du hier lernen, wie du deine Alltagsgegenstände reparieren kannst. Wir bieten Hilfe, Werkzeuge und Restteile für Reparaturen.";"51.338208";"12.325974";;;0;;"leisure time"
108;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"2ek";"Werkstätten";"Zweinaundorferstr. 22";;"Leipzig";"Reudnitz";"Tram 4 → Breite Straße";"Mi. 16—18 h";;;;;;;;;"Nähwerkstatt";"51.33475";"12.411881";;;0;;"leisure time"
109;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"Wu";"Werkstätten";"Wurzener Str 2";;"Leipzig";"Reudnitz";"Tram 4, 7, Bus 72, 73 → Reudnitz,Koehlerstr.";"Mo. 17 h 1. Di. im Monat ab 15 h Offene Textilwerkstatt";;;;;;;;;"Repaircafé";"51.35812";"12.62921";;;0;;"leisure time"
110;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"109";"Werkstätten";"Eisenbahnstr. 109";;"Leipzig";"Volkmarsdorf";"Tram 3, 8 → Torgauer Platz";"Mo. 13 h";;;;;;;;;"Keramikwerkstatt";"51.345391";"12.4112";;;0;;"leisure time"
111;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"Radsfatz Fahrradselbsthilfe";"Werkstätten";"Eisenbahnstr. 113 b";;"Leipzig";"Volkmarsdorf";"Tram 3, 8 → Torgauer Platz";"Di. 14—18 h , Do. 12—18 h , 2. u. 4. Mi. im Monat 15—19 h";;;;;;;;;;"51.345352";"12.412122";;;0;;"leisure time"
112;"adfb2457-819c-4574-ace1-56f5b38d8f96";"craft-art";"Wagenplatz RhizomiA";"Werkstätten";"Schultze-Delitzsch-Str. / Bennigsenstr.";;"Leipzig";"Volkmarsdorf";"Tram 3, 8 → Torgauer Platz";"3. Di. im Monat 15 h";;;"rhizomia@riseup.net";"www.rhizomia.noblogs.org";;;;;"Offene Textilwerkstatt";"51.346475";"12.413969";;;0;;"leisure time"
113;;;"Volkspark / Küchenholz";"Natur";;;"Leipzig";"Kleinzschocher";"Tram 3 → Schwartzestraße oder Bus 60 → Rödelstraße";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
114;;;"Markkleeberger See";"Natur";;;"Leipzig";"Markkleeberg";"Tram 11 → Schillerplatz";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
115;;;"Cospudener See";"Natur";;;"Leipzig";"Markkleeberg";"Tram 9 → Roßplatz oder Bus 65 → Cospudener-See, Nordstrand";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
116;;;"Nahleberg";"Natur";;;"Leipzig";"Leutzsch";"Tram 10,11, S-Bahn 1 → S-Bf. Möckern oder Bus 67 → Leutzsch, Strbf";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
117;;;"Auensee";"Natur";;;"Leipzig";"Wahren";"Bus 80 → Auensee";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
118;;;"Rabet";"Natur";;;"Leipzig";"Neustadt- Neuschönefeld";"Tram 1, 3, 8, Bus 70 → H.–Liebmann– / Eisenbahnstr.";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
119;;;"Naturbad Nord-Ost (Thekla-See, Bagger)";"Natur";;;"Leipzig";"Thekla";"Tram 9, Bus 70, 79, 80, 81, 82, 83 → Thekla";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
120;;;"Kulkwitzer See";"Natur";;;"Leipzig";"Grünau";"Tram 1, 2 → Lausen";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
121;;;"Johannapark";"Natur";;;"Leipzig";"Zentrum";"Tram 1, 2, 8, 14 → Westplatz";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
122;;;"Mariannenpark";"Natur";;;"Leipzig";"Neuschönefeld";"Tram 1 → Stannebeinplatz";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
123;;;"Lene-Voigt-Park";"Natur";;;"Leipzig";"Reudnitz";"Tram 12, 15, Bus 60 → Ostplatz";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
124;;;"Friedenspark";"Natur";;;"Leipzig";"Reudnitz";"Tram 12, 15, Bus 60 → Ostplatz oder Tram 2, 16 → Deutsche Nationalbibliothek";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
125;;;"Auewald";"Natur";;;"Leipzig";"Connewitz";"Tram 9 → Mathildenstraße oder Bus 70 → Connewitzer Kreuz";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
126;;;"Wildpark";"Natur";;;"Leipzig";"Connewitz";"Tram 9, Bus 107 → Wildpark";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
127;;;"Fockeberg";"Natur";;;"Leipzig";"Südvorstadt";"Tram 9, 10, 1 oder Bus 70, 89 → HTWK";;;;;;;;;;;"51.339696";"12.373075";;;3;;"_basic"
128;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Baskettballplatz und Tischtennisplatte";"Sport";"Kommandant–Prendel–Allee / Ecke Kolmstr.";;"Leipzig";"Stötteritz";"Tram 4, Bus 74, 79 → Kolmstr.";;;;;;;;;;;"51.316607";"12.426792";;;0;;"leisure time"
129;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Basketballplatz an der Märchenwiese";"Sport";"Kommandant–Prendel–Allee / Ecke Kolmstr.";;"Leipzig";"Marienbrunn";"Tram 10, 16 → An der Märchenwiese";;;;;;;;;;;"51.316607";"12.426792";;;0;;"leisure time"
130;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Fußballplatz, Basketball, Volleyball";"Sport";"Bernhard–Kellermann–Str.,";;"Leipzig";"Marienbrunn";"Tram 10, 16 → Moritz Hof";;;;;;;;;;;"51.301934";"12.405073";;;0;;"leisure time"
131;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Basket- und Fußballplatz, Volleyballfeld im Rabet";"Sport";"Eisenbahnstr. (Höhe Nummer 54)";;"Leipzig";"Neustadt- Neuschönefeld";"Tram 1, 3, 8, Bus 70 → H.–Liebmann– / Eisenbahnstr.";;;;;;;;;;;"51.339696";"12.373075";;;0;;"leisure time"
132;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"K4 Kletterfels, Fußballplatz und Volleyball";"Sport";"Ratzelstr. / Stuttgarter Allee,";;"Leipzig";"Grünau";"Tram 1, 2, Bus 65 → Stuttgarter Allee";;;;;;;;;;;"51.318035";"12.290687";;;0;;"leisure time"
133;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Fußballplatz";"Sport";"Plovdiver Str.";;"Leipzig";"Grünau";"Tram 15 → Saturnstr.";;;;;;;;;;;"51.320577";"12.26788";;;0;;"leisure time"
134;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Fußballplatz";"Sport";"Parkallee 51 / Nelkenweg";;"Leipzig";"Grünau";"Tram 8, 15, Bus 66 → Parkallee";;;;;;;;;;;"51.324113";"12.295834";;;0;;"leisure time"
135;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Fußballplatz mit kleinen Toren und niedrigem Basketballkorb";"Sport";"Krakauerstr. / Alte Salzstr.";;"Leipzig";"Grünau";"Tram 8, 15, Bus 62, 65, S–Bahn 1 → Miltitzer Allee";;;;;;;;;;;"51.326078";"12.319209";;;0;;"leisure time"
136;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Basketballplatz, Fußballtor";"Sport";"Dahlienstr. 30 / Brünierst. 51";;"Leipzig";"Grünau";"Tram 8, 15 → Grünauer Allee";;;;;;;;;;;"51.339696";"12.373075";;;0;;"leisure time"
137;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Basket- und Fußballplatz";"Sport";"Halberstädterstr. / Sasstr.";;"Leipzig";"Gohlis";"Tram 4, Bus 85, 90 oder S–Bahn 1 → Coppiplatz";;;;;;;;;;;"51.364308";"12.369551";;;0;;"leisure time"
138;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Basketballplatz und Volleyballfeld im Lene–Voigt–Park";"Sport";"Lene-Voigt-Park";;"Leipzig";"Reudnitz";"Tram 12, 15 → Gutenbergplatz";;;;;;;;;;;"51.335161";"12.395369";;;0;;"leisure time"
139;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Basketballplatz im Friedenspark";"Sport";;;"Leipzig";"Zentrum Südost";"Tram 2, 16, Bus 74 → Deutsche Nationalbibliothek";;;;;;;;;;;"51.339696";"12.373075";;;0;;"leisure time"
140;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Fußballplatz, Rasen";"Sport";"Semmelweisstr. / Dösner Weg";;"Leipzig";"Zentrum Südost";"Tram 2, 16, Bus 74 → Deutsche Nationalbibliothek";;;;;;;;;;;"51.323283";"12.385545";;;0;;"leisure time"
141;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Fußballplatz";"Sport";"Frommannstr. / Crusius–Str.";;"Leipzig";"Zentrum Südost";"Tram 4, 7 → Gerichtsweg";;;;;;;;;;;"51.337543";"12.397911";;;0;;"leisure time"
142;"adfb2457-819c-4574-ace1-56f5b38d8f96";"sports";"Basketballplatz";"Sport";"Scharnhorststr. / K.–Liebknecht-Str.";;"Leipzig";"Südvorstadt";"Tram 10, 11, Bus 60, 74 → K.–Liebknecht- / K.–Eisner–Str.";;;;;;;;;;;"51.228848";"12.336384";;;0;;"leisure time"
